
Time (milliseconds),Altitude (meters),Flight Stage (0-4),Filtered Altitude,Second Derivative,
29428.00,39.36,2.00,39.12,0.00,
29474.00,39.14,2.00,39.16,0.00,
29521.00,39.14,2.00,39.14,-0.00,
29568.00,39.43,2.00,39.22,0.00,
29615.00,39.14,2.00,39.24,0.00,
29661.00,39.14,2.00,39.19,-0.00,
29708.00,39.21,2.00,39.21,0.00,
29756.00,38.74,2.00,39.13,0.00,
29808.00,38.74,2.00,38.99,-0.00,
29855.00,39.50,2.00,39.06,0.00,
29902.00,38.88,2.00,39.01,0.00,
29951.00,38.88,2.00,38.95,-0.00,
29998.00,39.14,2.00,39.03,0.00,
30045.00,38.85,2.00,39.05,0.00,
30092.00,38.85,2.00,38.92,-0.00,
30139.00,39.39,2.00,39.02,0.00,
30186.00,38.74,2.00,38.99,0.00,
30233.00,38.74,2.00,38.91,-0.00,
30280.00,39.25,2.00,38.99,0.00,
30327.00,39.47,2.00,39.12,0.00,
30374.00,39.47,2.00,39.13,-0.00,
30421.00,39.65,2.00,39.31,-0.00,
30468.00,38.96,2.00,39.36,0.00,
30514.00,39.18,2.00,39.34,-0.00,
30561.00,39.18,2.00,39.29,0.00,
30609.00,39.18,2.00,39.23,-0.00,
30656.00,39.79,2.00,39.26,0.00,
30706.00,39.79,2.00,39.42,0.00,
30752.00,40.38,2.00,39.66,-0.00,
30799.00,40.12,2.00,39.85,0.00,
30846.00,40.12,2.00,40.04,-0.00,
30893.00,40.26,2.00,40.13,0.00,
30940.00,40.77,2.00,40.33,0.00,
30987.00,40.77,2.00,40.41,0.00,
31035.00,40.99,2.00,40.58,-0.00,
31081.00,40.88,2.00,40.73,0.00,
31128.00,40.88,2.00,40.86,-0.00,
31175.00,41.06,2.00,40.91,0.00,
31228.00,40.80,2.00,40.92,0.00,
31275.00,40.80,2.00,40.88,-0.00,
31321.00,40.80,2.00,40.87,0.00,
31368.00,40.58,2.00,40.81,0.00,
31419.00,40.95,2.00,40.79,-0.00,
31466.00,40.95,2.00,40.82,0.00,
31512.00,41.02,2.00,40.86,-0.00,
31559.00,41.13,2.00,40.92,0.00,
31606.00,41.13,2.00,41.03,0.00,
31653.00,41.05,2.00,41.05,-0.00,
31700.00,41.16,2.00,41.10,-0.00,
31747.00,41.16,2.00,41.13,0.00,
31794.00,41.56,2.00,41.21,-0.00,
31840.00,40.91,2.00,41.17,0.00,
31888.00,40.91,2.00,41.14,-0.00,
31935.00,41.09,2.00,41.13,0.00,
31982.00,41.34,2.00,41.16,0.00,
32029.00,41.34,2.00,41.12,0.00,
32076.00,41.13,2.00,41.16,-0.00,
32125.00,41.38,2.00,41.26,-0.00,
32172.00,41.38,2.00,41.32,0.00,
32219.00,41.17,2.00,41.28,-0.00,
32266.00,41.35,2.00,41.28,-0.00,
32314.00,41.35,2.00,41.32,0.00,
32361.00,41.39,2.00,41.33,-0.00,
32408.00,41.57,2.00,41.36,0.00,
32454.00,41.57,2.00,41.44,0.00,
32501.00,41.78,2.00,41.53,-0.00,
32548.00,42.04,2.00,41.67,0.00,
32595.00,42.04,2.00,41.80,0.00,
32647.00,42.11,2.00,41.91,-0.00,
32694.00,42.94,2.00,42.18,0.00,
32742.00,42.72,2.00,42.37,0.00,
32789.00,42.72,2.00,42.51,-0.00,
32836.00,42.76,2.00,42.65,0.00,
32885.00,43.52,2.00,42.93,0.00,
32932.00,43.52,2.00,43.05,0.00,
32979.00,43.12,2.00,43.13,-0.00,
33026.00,43.56,2.00,43.29,-0.00,
33073.00,43.56,2.00,43.45,0.00,
33120.00,44.25,2.00,43.60,-0.00,
33168.00,43.34,2.00,43.56,0.00,
33215.00,43.34,2.00,43.61,-0.00,
33262.00,43.44,2.00,43.58,0.00,
33309.00,43.69,2.00,43.61,0.00,
33355.00,43.69,2.00,43.50,0.00,
33402.00,43.11,2.00,43.46,-0.00,
33449.00,42.53,2.00,43.29,-0.00,
33496.00,42.53,2.00,43.11,0.00,
33543.00,42.86,2.00,42.95,0.00,
33593.00,43.40,2.00,42.89,0.00,
33640.00,43.18,2.00,42.90,0.00,
33687.00,43.18,2.00,43.03,-0.00,
33734.00,42.57,2.00,43.04,0.00,
33781.00,42.85,2.00,43.04,-0.00,
33828.00,42.85,2.00,42.93,0.00,
33875.00,42.78,2.00,42.85,-0.00,
33922.00,43.00,2.00,42.81,-0.00,
33968.00,43.00,2.00,42.90,0.00,
34015.00,42.53,2.00,42.83,-0.00,
34069.00,43.00,2.00,42.86,-0.00,
34116.00,43.00,2.00,42.91,0.00,
34163.00,42.24,2.00,42.75,-0.00,
34209.00,42.78,2.00,42.71,-0.00,
34256.00,42.78,2.00,42.76,0.00,
34306.00,43.22,2.00,42.81,-0.00,
34352.00,42.35,2.00,42.67,0.00,
34399.00,42.35,2.00,42.70,-0.00,
34447.00,43.47,2.00,42.83,0.00,
34494.00,43.61,2.00,43.00,0.00,
34540.00,43.61,2.00,43.08,-0.00,
34587.00,43.65,2.00,43.34,-0.00,
34634.00,43.86,2.00,43.64,0.00,
34680.00,43.86,2.00,43.72,0.00,
34727.00,43.93,2.00,43.78,-0.00,
34774.00,43.54,2.00,43.77,0.00,
34821.00,44.81,2.00,44.00,-0.00,
34867.00,44.81,2.00,44.19,0.00,
34915.00,44.73,2.00,44.36,-0.00,
34962.00,44.00,2.00,44.38,-0.00,
35009.00,44.00,2.00,44.47,-0.00,
35058.00,43.86,2.00,44.28,0.00,
35105.00,43.53,2.00,44.03,-0.00,
35152.00,43.53,2.00,43.79,-0.00,
35198.00,43.17,2.00,43.62,0.00,
35245.00,43.31,2.00,43.48,-0.00,
35292.00,43.31,2.00,43.37,0.00,
35339.00,43.09,2.00,43.28,-0.00,
35386.00,43.49,2.00,43.27,-0.00,
35433.00,43.49,2.00,43.34,0.00,
35484.00,42.87,2.00,43.25,-0.00,
35532.00,43.28,2.00,43.25,-0.00,
35579.00,43.28,2.00,43.28,0.00,
35626.00,43.27,2.00,43.24,-0.00,
35672.00,43.57,2.00,43.25,-0.00,
35719.00,43.57,2.00,43.39,0.00,
35770.00,42.91,2.00,43.32,-0.00,
35817.00,42.73,2.00,43.21,-0.00,
35863.00,42.77,2.00,43.11,0.00,
35910.00,42.77,2.00,42.95,0.00,
35957.00,42.91,2.00,42.82,-0.00,
36004.00,43.02,2.00,42.84,0.00,
36051.00,43.02,2.00,42.90,-0.00,
36098.00,42.77,2.00,42.90,-0.00,
36145.00,42.91,2.00,42.93,-0.00,
36191.00,42.91,2.00,42.93,0.00,
36239.00,42.66,2.00,42.86,-0.00,
36286.00,43.53,2.00,42.96,-0.00,
36333.00,43.53,2.00,43.11,0.00,
36380.00,43.06,2.00,43.14,-0.00,
36427.00,42.84,2.00,43.12,-0.00,
36476.00,42.84,2.00,43.16,0.00,
36523.00,43.64,2.00,43.18,0.00,
36570.00,43.20,2.00,43.11,0.00,
36617.00,43.20,2.00,43.14,-0.00,
36665.00,43.13,2.00,43.20,0.00,
36712.00,43.35,2.00,43.30,-0.00,
36758.00,43.35,2.00,43.25,0.00,
36805.00,43.09,2.00,43.22,-0.00,
36852.00,42.62,2.00,43.11,-0.00,
36903.00,42.91,2.00,43.06,-0.00,
36952.00,42.91,2.00,42.98,0.00,
36999.00,42.84,2.00,42.87,-0.00,
37046.00,42.91,2.00,42.84,-0.00,
37093.00,42.91,2.00,42.90,0.00,
37140.00,42.40,2.00,42.79,-0.00,
37190.00,42.66,2.00,42.74,-0.00,
37237.00,42.66,2.00,42.71,0.00,
37284.00,43.53,2.00,42.83,-0.00,
37330.00,42.76,2.00,42.80,0.00,
37377.00,42.76,2.00,42.87,-0.00,
37424.00,42.73,2.00,42.89,0.00,
37471.00,42.84,2.00,42.92,-0.00,
37519.00,42.84,2.00,42.79,0.00,
37566.00,42.58,2.00,42.75,-0.00,
37613.00,43.09,2.00,42.82,-0.00,
37659.00,43.09,2.00,42.89,0.00,
37706.00,42.15,2.00,42.75,-0.00,
37753.00,42.55,2.00,42.69,-0.00,
37800.00,42.55,2.00,42.69,0.00,
37847.00,42.48,2.00,42.56,-0.00,
37894.00,41.79,2.00,42.30,-0.00,
37943.00,41.79,2.00,42.23,-0.00,
37991.00,42.62,2.00,42.25,0.00,
38038.00,43.50,2.00,42.44,0.00,
38085.00,42.77,2.00,42.49,0.00,
38131.00,42.77,2.00,42.69,-0.00,
38178.00,42.05,2.00,42.74,0.00,
38225.00,42.95,2.00,42.81,-0.00,
38272.00,42.95,2.00,42.70,0.00,
38323.00,42.41,2.00,42.63,-0.00,
38372.00,43.64,2.00,42.80,-0.00,
38419.00,43.64,2.00,43.12,0.00,
38466.00,43.38,2.00,43.21,-0.00,
38513.00,43.35,2.00,43.28,-0.00,
38560.00,43.35,2.00,43.47,0.00,
38607.00,43.53,2.00,43.45,0.00,
38656.00,43.75,2.00,43.47,0.00,
38703.00,43.75,2.00,43.54,0.00,
38750.00,43.82,2.00,43.64,-0.00,
38798.00,43.31,2.00,43.63,0.00,
38845.00,43.31,2.00,43.59,-0.00,
38892.00,43.67,2.00,43.57,0.00,
38938.00,43.86,2.00,43.59,0.00,
38985.00,43.86,2.00,43.60,-0.00,
39032.00,43.27,2.00,43.59,-0.00,
39079.00,43.13,2.00,43.56,-0.00,
39126.00,42.59,2.00,43.34,0.00,
39173.00,42.59,2.00,43.09,-0.00,
39220.00,43.10,2.00,42.94,0.00,
39268.00,42.70,2.00,42.82,0.00,
39315.00,42.70,2.00,42.73,-0.00,
39364.00,42.99,2.00,42.81,0.00,
39411.00,43.39,2.00,42.97,0.00,
39487.00,42.77,2.00,42.91,0.00,
39534.00,42.77,2.00,42.92,-0.00,
39581.00,42.88,2.00,42.96,0.00,
39627.00,42.95,2.00,42.95,0.00,
39674.00,42.95,2.00,42.87,-0.00,
39721.00,42.63,2.00,42.84,-0.00,
39772.00,42.41,2.00,42.77,-0.00,
39822.00,41.76,2.00,42.54,0.00,
39868.00,41.76,2.00,42.30,-0.00,
39915.00,42.85,2.00,42.28,0.00,
39962.00,43.22,2.00,42.40,0.00,
40009.00,43.22,2.00,42.56,-0.00,
40056.00,43.21,2.00,42.85,-0.00,
40105.00,42.73,2.00,43.05,-0.00,
40152.00,42.73,2.00,43.02,-0.00,
40199.00,43.06,2.00,42.99,0.00,
40246.00,43.21,2.00,42.99,0.00,
40293.00,43.21,2.00,42.99,-0.00,
40340.00,43.28,2.00,43.10,-0.00,
40387.00,43.82,2.00,43.31,0.00,
40434.00,43.82,2.00,43.47,0.00,
40480.00,44.00,2.00,43.63,-0.00,
40527.00,44.07,2.00,43.80,0.00,
40574.00,44.07,2.00,43.96,-0.00,
40620.00,43.93,2.00,43.98,-0.00,
40667.00,43.42,2.00,43.90,-0.00,
40714.00,43.42,2.00,43.78,-0.00,
40762.00,44.29,2.00,43.83,0.00,
40808.00,44.04,2.00,43.82,0.00,
40858.00,44.04,2.00,43.84,-0.00,
40905.00,43.82,2.00,43.92,0.00,
40951.00,43.53,2.00,43.94,-0.00,
40998.00,43.53,2.00,43.79,-0.00,
41045.00,42.58,2.00,43.50,0.00,
41092.00,43.09,2.00,43.31,-0.00,
41138.00,43.09,2.00,43.17,0.00,
41185.00,43.13,2.00,43.09,-0.00,
41238.00,43.60,2.00,43.10,0.00,
41285.00,42.66,2.00,43.12,0.00,
41332.00,42.66,2.00,43.03,-0.00,
41379.00,43.53,2.00,43.12,0.00,
41425.00,42.62,2.00,43.01,0.00,
41472.00,42.62,2.00,42.82,-0.00,
41519.00,43.13,2.00,42.91,0.00,
41568.00,43.02,2.00,42.99,0.00,
41616.00,43.02,2.00,42.88,-0.00,
41663.00,42.88,2.00,42.94,0.00,
41710.00,42.41,2.00,42.89,-0.00,
41757.00,42.41,2.00,42.75,-0.00,
41803.00,42.55,2.00,42.65,0.00,
41850.00,43.21,2.00,42.69,0.00,
41897.00,43.21,2.00,42.76,0.00,
41944.00,43.03,2.00,42.88,-0.00,
41991.00,42.99,2.00,43.00,-0.00,
42038.00,42.99,2.00,43.08,0.00,
42086.00,42.84,2.00,43.01,0.00,
42132.00,43.10,2.00,42.99,-0.00,
42179.00,43.10,2.00,43.00,0.00,
42226.00,43.64,2.00,43.13,-0.00,
42276.00,43.57,2.00,43.25,0.00,
42323.00,43.49,2.00,43.38,-0.00,
42369.00,43.49,2.00,43.46,-0.00,
42416.00,43.75,2.00,43.59,0.00,
42463.00,43.86,2.00,43.63,0.00,
42511.00,43.86,2.00,43.69,-0.00,
42558.00,43.72,2.00,43.73,-0.00,
42605.00,43.31,2.00,43.70,-0.00,
42657.00,43.31,2.00,43.61,-0.00,
42704.00,43.75,2.00,43.59,0.00,
42751.00,43.24,2.00,43.47,0.00,
42798.00,43.24,2.00,43.37,-0.00,
42845.00,44.04,2.00,43.52,0.00,
42892.00,42.91,2.00,43.44,0.00,
42940.00,42.91,2.00,43.27,-0.00,
42987.00,43.53,2.00,43.33,0.00,
43036.00,42.59,2.00,43.20,0.00,
43083.00,42.59,2.00,42.91,-0.00,
43130.00,43.78,2.00,43.08,0.00,
43177.00,43.35,2.00,43.17,0.00,
43223.00,43.02,2.00,43.07,-0.00,
43270.00,43.09,2.00,43.17,0.00,
43317.00,42.91,2.00,43.23,0.00,
43365.00,43.10,2.00,43.10,-0.00,
43412.00,43.10,2.00,43.04,0.00,
43459.00,42.95,2.00,43.03,-0.00,
43505.00,42.84,2.00,42.98,-0.00,
43552.00,42.84,2.00,42.97,0.00,
43599.00,42.30,2.00,42.81,0.00,
43646.00,43.14,2.00,42.81,-0.00,
43693.00,43.14,2.00,42.85,0.00,
43742.00,42.88,2.00,42.86,-0.00,
43790.00,43.50,2.00,42.99,-0.00,
43837.00,43.50,2.00,43.23,0.00,
43884.00,43.39,2.00,43.28,-0.00,
43931.00,43.64,2.00,43.38,-0.00,
43978.00,43.64,2.00,43.53,0.00,
44024.00,44.59,2.00,43.75,-0.00,
44077.00,44.70,2.00,43.99,0.00,
44124.00,44.70,2.00,44.25,-0.00,
44171.00,45.64,2.00,44.65,-0.00,
44218.00,46.00,2.00,45.12,0.00,
44265.00,46.00,2.00,45.41,-0.00,
44312.00,46.40,2.00,45.75,-0.00,
44359.00,46.29,2.00,46.07,0.00,
44406.00,47.31,2.00,46.40,-0.00,
44455.00,47.31,2.00,46.66,0.00,
44502.00,46.66,2.00,46.79,-0.00,
44549.00,47.13,2.00,46.94,-0.00,
44596.00,47.13,2.00,47.11,0.00,
44644.00,47.09,2.00,47.06,-0.00,
44691.00,47.31,2.00,47.06,-0.00,
44738.00,47.31,2.00,47.19,0.00,
44784.00,47.67,2.00,47.30,-0.00,
44831.00,48.07,2.00,47.49,0.00,
44878.00,48.07,2.00,47.69,0.00,
44925.00,48.32,2.00,47.89,-0.00,
44972.00,49.12,2.00,48.25,0.00,
45019.00,49.12,2.00,48.54,0.00,
45066.00,48.94,2.00,48.71,-0.00,
45113.00,49.30,2.00,48.96,-0.00,
45163.00,49.30,2.00,49.16,0.00,
45210.00,49.81,2.00,49.29,-0.00,
45257.00,49.84,2.00,49.44,0.00,
45304.00,49.84,2.00,49.62,-0.00,
45351.00,49.95,2.00,49.75,-0.00,
45397.00,50.13,4.00,49.91,0.00,
45444.00,50.13,4.00,49.98,0.00,
45498.00,50.45,4.00,50.10,-0.00,
45545.00,50.53,4.00,50.24,0.00,
45591.00,50.93,4.00,50.43,-0.00,
45638.00,50.93,4.00,50.59,0.00,
45685.00,51.80,4.00,50.93,-0.00,
45732.00,52.49,4.00,51.33,0.00,
45779.00,52.49,4.00,51.72,-0.00,
45825.00,52.99,4.00,52.14,-0.00,
45872.00,53.14,4.00,52.58,0.00,
45923.00,53.14,4.00,52.85,-0.00,
45969.00,54.01,4.00,53.15,-0.00,
46016.00,54.63,4.00,53.58,0.00,
46063.00,54.63,4.00,53.91,-0.00,
46110.00,54.04,4.00,54.09,-0.00,
46156.00,55.14,4.00,54.49,-0.00,
46203.00,55.14,4.00,54.71,0.00,
46250.00,55.61,4.00,54.91,-0.00,
46296.00,55.32,4.00,55.05,0.00,
46343.00,55.32,4.00,55.31,-0.00,
46390.00,55.43,4.00,55.36,0.00,
46437.00,54.60,4.00,55.25,0.00,
46484.00,54.60,4.00,55.05,-0.00,
46531.00,55.80,4.00,55.15,0.00,
46577.00,55.91,4.00,55.26,0.00,
46637.00,56.20,4.00,55.42,-0.00,
46685.00,56.20,4.00,55.74,0.00,
46735.00,56.64,4.00,56.15,-0.00,
46784.00,56.60,4.00,56.31,0.00,
46833.00,56.60,4.00,56.45,-0.00,
46888.00,56.83,4.00,56.57,0.00,
46936.00,56.57,4.00,56.65,0.00,
46985.00,56.68,4.00,56.66,-0.00,
47035.00,56.68,4.00,56.67,0.00,
47084.00,57.48,4.00,56.85,-0.00,
47133.00,57.41,4.00,56.96,0.00,
47181.00,57.41,4.00,57.13,-0.00,
47230.00,58.24,4.00,57.45,0.00,
47279.00,58.10,4.00,57.73,0.00,
47328.00,58.17,4.00,57.87,-0.00,
47381.00,58.17,4.00,58.02,0.00,
47429.00,58.03,4.00,58.14,-0.00,
47478.00,58.87,4.00,58.27,-0.00,
47527.00,58.87,4.00,58.42,0.00,
47576.00,59.01,4.00,58.59,-0.00,
47625.00,58.87,4.00,58.73,0.00,
47675.00,59.15,4.00,58.95,-0.00,
47724.00,59.15,4.00,59.01,0.00,
47773.00,59.33,4.00,59.10,-0.00,
47822.00,59.58,4.00,59.22,0.00,
47871.00,59.58,4.00,59.36,0.00,
47920.00,60.71,4.00,59.67,-0.00,
47969.00,61.15,4.00,60.07,0.00,
48019.00,61.80,4.00,60.57,-0.00,
48068.00,61.80,4.00,61.01,0.00,
48117.00,61.33,4.00,61.36,-0.00,
48164.00,61.91,4.00,61.60,-0.00,
48213.00,61.91,4.00,61.75,0.00,
48262.00,61.94,4.00,61.78,-0.00,
48311.00,61.29,4.00,61.68,0.00,
48365.00,61.36,4.00,61.68,-0.00,
48415.00,61.36,4.00,61.57,0.00,
48464.00,61.11,4.00,61.41,-0.00,
48513.00,61.14,4.00,61.25,-0.00,
48562.00,61.14,4.00,61.22,0.00,
48612.00,61.58,4.00,61.27,-0.00,
48661.00,61.66,4.00,61.33,0.00,
48710.00,61.76,4.00,61.46,-0.00,
48759.00,61.80,4.00,61.59,0.00,
48808.00,62.02,4.00,61.76,-0.00,
48857.00,62.71,4.00,61.99,0.00,
48910.00,62.71,4.00,62.20,0.00,
48959.00,62.27,4.00,62.30,-0.00,
49008.00,62.46,4.00,62.43,-0.00,
49057.00,62.46,4.00,62.52,0.00,
49106.00,62.57,4.00,62.49,-0.00,
49155.00,62.24,4.00,62.40,0.00,
49203.00,62.68,4.00,62.48,-0.00,
49253.00,62.68,4.00,62.52,0.00,
49302.00,63.08,4.00,62.65,-0.00,
49351.00,63.81,4.00,62.90,0.00,
49400.00,63.81,4.00,63.21,0.00,
49449.00,64.28,4.00,63.53,-0.00,
49498.00,65.08,4.00,64.01,0.00,
49547.00,64.82,4.00,64.36,0.00,
49597.00,64.82,4.00,64.56,-0.00,
49649.00,65.99,4.00,65.00,0.00,
49697.00,65.29,4.00,65.20,0.00,
49746.00,65.29,4.00,65.24,-0.00,
49795.00,65.25,4.00,65.33,0.00,
49849.00,66.78,4.00,65.72,-0.00,
49900.00,66.38,4.00,65.80,0.00,
49949.00,66.38,4.00,66.02,-0.00,
49998.00,67.22,4.00,66.41,0.00,
50047.00,66.64,4.00,66.68,0.00,
50096.00,66.64,4.00,66.65,-0.00,
50145.00,66.93,4.00,66.76,0.00,
50194.00,67.18,4.00,66.92,0.00,
50243.00,67.94,4.00,67.07,-0.00,
50292.00,67.94,4.00,67.33,0.00,
50341.00,67.83,4.00,67.57,-0.00,
50393.00,67.58,4.00,67.70,-0.00,
50442.00,67.58,4.00,67.78,-0.00,
50492.00,67.94,4.00,67.77,0.00,
50541.00,67.83,4.00,67.75,0.00,
50590.00,68.27,4.00,67.84,-0.00,
50639.00,68.27,4.00,67.98,0.00,
50688.00,69.10,4.00,68.28,-0.00,
50737.00,69.03,4.00,68.50,0.00,
50787.00,69.03,4.00,68.74,-0.00,
50835.00,68.99,4.00,68.89,0.00,
50884.00,69.61,4.00,69.15,-0.00,
50933.00,69.61,4.00,69.26,0.00,
50982.00,69.61,4.00,69.37,-0.00,
51031.00,69.51,4.00,69.47,0.00,
51080.00,69.55,4.00,69.58,-0.00,
51130.00,69.55,4.00,69.57,0.00,
51182.00,70.34,4.00,69.71,-0.00,
51231.00,70.45,4.00,69.88,0.00,
51280.00,70.34,4.00,70.05,-0.00,
51333.00,70.42,4.00,70.22,-0.00,
51383.00,70.31,4.00,70.37,0.00,
51433.00,71.76,4.00,70.66,-0.00,
51482.00,71.76,4.00,70.92,0.00,
51531.00,71.25,4.00,71.10,-0.00,
51580.00,71.54,4.00,71.33,-0.00,
51629.00,72.12,4.00,71.69,0.00,
51678.00,72.12,4.00,71.76,0.00,
51728.00,72.45,4.00,71.90,-0.00,
51777.00,72.52,4.00,72.15,0.00,
51826.00,72.52,4.00,72.35,-0.00,
51875.00,73.47,4.00,72.62,-0.00,
51926.00,73.91,4.00,72.98,0.00,
51975.00,73.00,4.00,73.08,-0.00,
52025.00,73.00,4.00,73.18,-0.00,
52074.00,73.32,4.00,73.34,0.00,
52123.00,73.58,4.00,73.36,0.00,
52171.00,73.58,4.00,73.29,-0.00,
52220.00,73.00,4.00,73.29,-0.00,
52269.00,73.73,4.00,73.44,-0.00,
52318.00,73.73,4.00,73.52,0.00,
52368.00,74.01,4.00,73.61,-0.00,
52417.00,73.68,4.00,73.63,0.00,
52465.00,74.12,4.00,73.85,-0.00,
52514.00,74.12,4.00,73.93,0.00,
52563.00,74.41,4.00,74.07,-0.00,
52612.00,75.07,4.00,74.28,0.00,
52663.00,75.07,4.00,74.56,0.00,
52713.00,74.63,4.00,74.66,-0.00,
52762.00,75.43,4.00,74.92,-0.00,
52811.00,75.28,4.00,75.10,0.00,
52865.00,75.28,4.00,75.14,-0.00,
52914.00,75.25,4.00,75.18,0.00,
52964.00,75.07,4.00,75.27,-0.00,
53013.00,75.07,4.00,75.19,-0.00,
53062.00,75.58,4.00,75.25,0.00,
53111.00,75.25,4.00,75.25,0.00,
53159.00,76.52,4.00,75.50,-0.00,
53208.00,76.52,4.00,75.79,0.00,
53257.00,76.49,4.00,76.07,-0.00,
53307.00,76.89,4.00,76.34,-0.00,
53356.00,76.89,4.00,76.66,0.00,
53407.00,77.62,4.00,76.88,-0.00,
53456.00,76.92,4.00,76.96,0.00,
53505.00,78.38,4.00,77.34,-0.00,
53554.00,78.38,4.00,77.64,0.00,
53604.00,79.32,4.00,78.12,-0.00,
53653.00,78.70,4.00,78.34,0.00,
53702.00,78.70,4.00,78.70,-0.00,
53751.00,79.25,4.00,78.87,0.00,
53800.00,78.59,4.00,78.91,0.00,
53849.00,78.59,4.00,78.77,-0.00,
53898.00,79.62,4.00,78.95,0.00,
53948.00,79.18,4.00,79.05,0.00,
53997.00,80.20,4.00,79.24,-0.00,
54046.00,80.20,4.00,79.56,0.00,
54095.00,80.05,4.00,79.85,-0.00,
54143.00,79.83,4.00,79.89,-0.00,
54195.00,79.83,4.00,80.02,-0.00,
54245.00,79.83,4.00,79.95,0.00,
54294.00,80.23,4.00,79.95,-0.00,
54349.00,79.72,4.00,79.89,0.00,
54398.00,79.72,4.00,79.86,-0.00,
54447.00,79.97,4.00,79.89,0.00,
54496.00,80.37,4.00,80.00,0.00,
54546.00,81.17,4.00,80.19,0.00,
54595.00,81.17,4.00,80.48,0.00,
54644.00,81.21,4.00,80.78,-0.00,
54693.00,82.01,4.00,81.19,0.00,
54741.00,82.01,4.00,81.52,0.00,
54790.00,81.80,4.00,81.64,-0.00,
54839.00,82.57,4.00,81.92,-0.00,
54889.00,82.57,4.00,82.19,0.00,
54941.00,82.38,4.00,82.26,-0.00,
54990.00,82.78,4.00,82.42,-0.00,
55039.00,82.20,4.00,82.50,0.00,
55088.00,82.20,4.00,82.42,-0.00,
55137.00,82.85,4.00,82.48,0.00,
55187.00,83.51,4.00,82.71,0.00,
55236.00,83.51,4.00,82.85,0.00,
55285.00,83.62,4.00,83.14,-0.00,
55334.00,84.35,4.00,83.57,0.00,
55382.00,83.91,4.00,83.78,0.00,
55431.00,83.91,4.00,83.86,-0.00,
55481.00,84.89,4.00,84.13,0.00,
55530.00,85.80,4.00,84.57,0.00,
55579.00,85.80,4.00,84.86,-0.00,
55628.00,85.84,4.00,85.25,-0.00,
55680.00,85.15,4.00,85.50,0.00,
55729.00,86.20,4.00,85.76,-0.00,
55779.00,86.20,4.00,85.84,0.00,
55833.00,86.20,4.00,85.92,-0.00,
55882.00,86.06,4.00,85.96,0.00,
55931.00,86.06,4.00,86.14,-0.00,
55980.00,86.31,4.00,86.16,0.00,
56029.00,86.64,4.00,86.25,0.00,
56079.00,86.27,4.00,86.27,0.00,
56128.00,86.27,4.00,86.31,-0.00,
56177.00,85.94,4.00,86.28,0.00,
56226.00,86.92,4.00,86.41,-0.00,
56275.00,86.92,4.00,86.46,0.00,
56324.00,86.33,4.00,86.47,-0.00,
56373.00,86.81,4.00,86.58,-0.00,
56423.00,86.92,4.00,86.78,0.00,
56474.00,86.92,4.00,86.78,-0.00,
56523.00,87.25,4.00,86.84,-0.00,
56572.00,87.65,4.00,87.11,0.00,
56621.00,87.65,4.00,87.27,0.00,
56670.00,87.64,4.00,87.42,-0.00,
56720.00,87.86,4.00,87.61,-0.00,
56769.00,87.68,4.00,87.70,0.00,
56818.00,87.68,4.00,87.70,-0.00,
56867.00,88.81,4.00,87.93,0.00,
56916.00,89.36,4.00,88.28,0.00,
56965.00,89.36,4.00,88.57,-0.00,
57014.00,89.13,4.00,88.86,-0.00,
57064.00,89.75,4.00,89.28,-0.00,
57113.00,89.75,4.00,89.47,0.00,
57162.00,89.82,4.00,89.56,-0.00,
57214.00,90.69,4.00,89.83,0.00,
57263.00,89.49,4.00,89.90,0.00,
57318.00,89.49,4.00,89.85,-0.00,
57367.00,90.50,4.00,90.00,0.00,
57416.00,91.41,4.00,90.32,0.00,
57465.00,91.48,4.00,90.47,-0.00,
57514.00,91.48,4.00,90.87,-0.00,
57563.00,91.41,4.00,91.26,-0.00,
57612.00,91.52,4.00,91.46,-0.00,
57662.00,91.52,4.00,91.48,0.00,
57711.00,91.88,4.00,91.56,-0.00,
57760.00,91.66,4.00,91.60,0.00,
57809.00,92.65,4.00,91.84,-0.00,
57858.00,92.65,4.00,92.07,0.00,
57907.00,92.79,4.00,92.32,-0.00,
57959.00,92.31,4.00,92.41,0.00,
58008.00,92.31,4.00,92.54,-0.00,
58057.00,93.11,4.00,92.64,0.00,
58106.00,92.75,4.00,92.66,0.00,
58155.00,92.75,4.00,92.65,-0.00,
58203.00,93.55,4.00,92.90,0.00,
58252.00,93.62,4.00,93.16,0.00,
58302.00,93.69,4.00,93.27,-0.00,
58351.00,93.69,4.00,93.46,-0.00,
58400.00,94.43,4.00,93.80,-0.00,
58449.00,94.35,4.00,93.96,0.00,
58497.00,94.35,4.00,94.10,-0.00,
58546.00,94.46,4.00,94.26,0.00,
58596.00,94.90,4.00,94.50,0.00,
58645.00,94.39,4.00,94.49,0.00,
58694.00,94.39,4.00,94.50,-0.00,
58741.00,95.37,4.00,94.70,0.00,
58794.00,94.93,4.00,94.79,0.00,
58844.00,94.93,4.00,94.80,-0.00,
58894.00,95.51,4.00,95.03,0.00,
58943.00,95.95,4.00,95.34,0.00,
58991.00,97.11,4.00,95.69,-0.00,
59040.00,97.11,4.00,96.12,0.00,
59089.00,97.15,4.00,96.57,-0.00,
59138.00,97.40,4.00,96.95,0.00,
59187.00,97.40,4.00,97.24,0.00,
59237.00,97.04,4.00,97.22,-0.00,
59285.00,97.54,4.00,97.31,-0.00,
